Area,Date,Area type,Region,Amount (items),Amount (kg),Amount (USD),Module price (USD/W),Capacity (MW)
Afghanistan,2017-01-01,Country,Asia,49433,333324.0,1663024.0,0.38,4.376378947368421
Afghanistan,2017-02-01,Country,Asia,5452,82456.0,337723.0,0.38,0.8887447368421052
Afghanistan,2017-03-01,Country,Asia,51403,940507.0,3477201.0,0.38,9.15052894736842
Afghanistan,2017-04-01,Country,Asia,100875,1306053.0,4783758.0,0.38,12.58883684210526
Afghanistan,2017-05-01,Country,Asia,67325,786843.0,2823671.0,0.38,7.430713157894737
Afghanistan,2017-06-01,Country,Asia,20981,373215.0,1860356.0,0.38,4.895673684210527
Afghanistan,2017-07-01,Country,Asia,23098,265561.0,960426.0,0.38,2.527436842105263
Afghanistan,2017-08-01,Country,Asia,20491,187609.0,777118.0,0.32,2.42849375
Afghanistan,2017-09-01,Country,Asia,2712,49362.0,145986.0,0.31,0.4709225806451613
Afghanistan,2017-10-01,Country,Asia,4283,66549.0,252102.0,0.31,0.8132322580645162
Afghanistan,2017-11-01,Country,Asia,42786,783668.0,2336143.0,0.3,7.787143333333334
Afghanistan,2017-12-01,Country,Asia,27019,321274.0,1049659.0,0.3,3.4988633333333334
Afghanistan,2018-01-01,Country,Asia,17280,321189.0,1286452.0,0.29,4.436041379310345
Afghanistan,2018-02-01,Country,Asia,15244,260113.0,1112253.0,0.28,3.9723321428571423
Afghanistan,2018-03-01,Country,Asia,30080,543730.0,2022196.0,0.28,7.22212857142857
Afghanistan,2018-04-01,Country,Asia,58275,1112620.0,4324499.0,0.27,16.01666296296296
Afghanistan,2018-05-01,Country,Asia,62155,1122042.0,4281329.0,0.26,16.466649999999998
Afghanistan,2018-06-01,Country,Asia,27213,469439.0,1751866.0,0.26,6.737946153846153
Afghanistan,2018-07-01,Country,Asia,16652,266334.0,857888.0,0.25,3.431552
Afghanistan,2018-08-01,Country,Asia,19873,344625.0,1067415.0,0.25,4.26966
Afghanistan,2018-09-01,Country,Asia,10382,207212.0,611203.0,0.24,2.546679166666667
Afghanistan,2018-10-01,Country,Asia,34073,621569.0,1945712.0,0.24,8.107133333333334
Afghanistan,2018-11-01,Country,Asia,36748,795405.0,1798145.0,0.26,6.915942307692307
Afghanistan,2018-12-01,Country,Asia,34186,746783.0,1535602.0,0.27,5.687414814814813
Afghanistan,2019-01-01,Country,Asia,40518,823365.0,1830339.0,0.29,6.311513793103448
Afghanistan,2019-02-01,Country,Asia,98765,294126.0,750660.0,0.29,2.5884827586206898
Afghanistan,2019-03-01,Country,Asia,32964,730474.0,2417031.0,0.28,8.63225357142857
Afghanistan,2019-04-01,Country,Asia,26644,297273.0,733886.0,0.28,2.621021428571428
Afghanistan,2019-05-01,Country,Asia,21026,50980.0,177027.0,0.28,0.6322392857142857
Afghanistan,2019-06-01,Country,Asia,30252,599786.0,1525423.0,0.27,5.649714814814814
Afghanistan,2019-07-01,Country,Asia,7275,134511.0,407471.0,0.27,1.5091518518518516
Afghanistan,2019-08-01,Country,Asia,22912,272549.0,810858.0,0.26,3.118684615384615
Afghanistan,2019-09-01,Country,Asia,202807,531354.0,1641733.0,0.26,6.314357692307691
Afghanistan,2019-10-01,Country,Asia,23365,432761.0,1217820.0,0.25,4.8712800000000005
Afghanistan,2019-11-01,Country,Asia,38653,709369.0,1894003.0,0.24,7.891679166666667
Afghanistan,2019-12-01,Country,Asia,24319,435712.0,1209823.0,0.24,5.0409291666666665
Afghanistan,2020-01-01,Country,Asia,24275,454472.0,1135386.0,0.23,4.9364608695652175
Afghanistan,2020-02-01,Country,Asia,13912,258893.0,520399.0,0.22,2.36545
Afghanistan,2020-03-01,Country,Asia,19562,357347.0,941735.0,0.21,4.484452380952381
Afghanistan,2020-04-01,Country,Asia,8557,198848.0,395738.0,0.21,1.8844666666666665
Afghanistan,2020-05-01,Country,Asia,7178,87561.0,259205.0,0.2,1.296025
Afghanistan,2020-06-01,Country,Asia,12851,226235.0,437448.0,0.19,2.302357894736842
Afghanistan,2020-07-01,Country,Asia,102790,1861779.0,3953815.0,0.19,20.809552631578946
Afghanistan,2020-08-01,Country,Asia,12300,227977.0,543010.0,0.2,2.7150499999999997
Afghanistan,2020-09-01,Country,Asia,13123,224206.0,554005.0,0.2,2.770025
Afghanistan,2020-10-01,Country,Asia,18481,340113.0,859403.0,0.2,4.297015
Afghanistan,2020-11-01,Country,Asia,14660,248384.0,651730.0,0.2,3.25865
Afghanistan,2020-12-01,Country,Asia,15149,315588.0,740935.0,0.21,3.5282619047619046
Afghanistan,2021-01-01,Country,Asia,18636,265364.0,693935.0,0.21,3.304452380952381
Afghanistan,2021-02-01,Country,Asia,9389,175498.0,481588.0,0.22,2.1890363636363634
Afghanistan,2021-03-01,Country,Asia,28655,557344.0,1791683.0,0.22,8.144013636363635
Afghanistan,2021-04-01,Country,Asia,19700,354810.0,1165314.0,0.23,5.066582608695652
Afghanistan,2021-05-01,Country,Asia,14678,298688.0,894695.0,0.24,3.727895833333333
Afghanistan,2021-06-01,Country,Asia,24438,247483.0,875943.0,0.24,3.6497625
Afghanistan,2021-07-01,Country,Asia,39132,706453.0,2189604.0,0.25,8.758416
Afghanistan,2021-08-01,Country,Asia,21646,354521.0,1115058.0,0.24,4.646075
Afghanistan,2021-09-01,Country,Asia,2332,4512.0,15444.0,0.25,0.061776
Afghanistan,2021-10-01,Country,Asia,12824,206643.0,495473.0,0.26,1.9056653846153844
Afghanistan,2021-11-01,Country,Asia,19353,373269.0,1181306.0,0.25,4.725224
Afghanistan,2021-12-01,Country,Asia,30067,494396.0,1757606.0,0.26,6.760023076923077
Afghanistan,2022-01-01,Country,Asia,24939,460277.0,1189987.0,0.26,4.576873076923077
Afghanistan,2022-02-01,Country,Asia,10305,182467.0,512588.0,0.26,1.9714923076923077
Afghanistan,2022-03-01,Country,Asia,17482,340358.0,1129189.0,0.26,4.343034615384615
Afghanistan,2022-04-01,Country,Asia,10647,206282.0,619218.0,0.26,2.381607692307692
Afghanistan,2022-05-01,Country,Asia,14827,293796.0,1149093.0,0.26,4.419588461538461
Afghanistan,2022-06-01,Country,Asia,39726,370666.0,1491139.0,0.26,5.735149999999999
Afghanistan,2022-07-01,Country,Asia,28664,519523.0,2498379.0,0.26,9.60915
Afghanistan,2022-08-01,Country,Asia,20336,278637.0,1640560.0,0.27,6.076148148148148
Afghanistan,2022-09-01,Country,Asia,23788,119369.0,811344.0,0.26,3.1205538461538462
Afghanistan,2022-10-01,Country,Asia,29152,101009.0,385403.0,0.26,1.4823192307692308
Afghanistan,2022-11-01,Country,Asia,4333,81529.0,295091.0,0.26,1.1349653846153844
Afghanistan,2022-12-01,Country,Asia,36793,797839.0,2982780.0,0.22,13.55809090909091
Afghanistan,2023-01-01,Country,Asia,26096,610934.0,1788401.0,0.22,8.129095454545455
Afghanistan,2023-02-01,Country,Asia,36730,770400.0,2193990.0,0.22,9.972681818181817
Afghanistan,2023-03-01,Country,Asia,32538,654719.0,2086674.0,0.22,9.484881818181819
Afghanistan,2023-04-01,Country,Asia,36707,575707.0,1870094.0,0.21,8.905209523809523
Afghanistan,2023-05-01,Country,Asia,6960,77401.0,201508.0,0.21,0.9595619047619046
Afghanistan,2023-06-01,Country,Asia,22130,443722.0,1342337.0,0.18,7.457427777777777
Afghanistan,2023-07-01,Country,Asia,14800,290054.0,638387.0,0.18,3.5465944444444446
Afghanistan,2023-08-01,Country,Asia,35971,792027.0,1539945.0,0.17,9.058499999999999
Afghanistan,2023-09-01,Country,Asia,80955,1790500.0,3244075.0,0.15,21.627166666666668
Afghanistan,2023-10-01,Country,Asia,253897,7073186.0,11116878.0,0.14,79.4062714285714
Afghanistan,2023-11-01,Country,Asia,305442,7492339.0,12580150.0,0.13,96.77038461538461
Afghanistan,2023-12-01,Country,Asia,459247,9802890.0,17110848.0,0.13,131.62190769230767
Afghanistan,2024-01-01,Country,Asia,421482,9337915.0,13481787.0,0.15,89.87858
Afghanistan,2024-02-01,Country,Asia,163799,3610615.0,5166159.0,0.15,34.44105999999999
Afghanistan,2024-03-01,Country,Asia,123409,3353911.0,4939686.0,0.15,32.93124
Albania,2017-03-01,Country,Europe,612,11350.0,59896.0,0.38,0.15762105263157894
Albania,2017-04-01,Country,Europe,1810,31447.0,334441.0,0.38,0.8801078947368421
Albania,2017-07-01,Country,Europe,10,19.0,225.0,0.38,0.0005921052631578947
Albania,2017-08-01,Country,Europe,488,9320.0,40506.0,0.32,0.12658125
Albania,2017-09-01,Country,Europe,60,1116.0,7686.0,0.31,0.024793548387096773
Albania,2017-11-01,Country,Europe,18,320.0,1407.0,0.3,0.00469
Albania,2017-12-01,Country,Europe,600,11100.0,56158.0,0.3,0.18719333333333332
Albania,2018-02-01,Country,Europe,7704,138937.0,669438.0,0.28,2.3908499999999995
Albania,2018-03-01,Country,Europe,342,6038.0,36743.0,0.28,0.13122499999999998
Albania,2018-05-01,Country,Europe,13224,243962.0,1179704.0,0.26,4.537323076923077
Albania,2018-06-01,Country,Europe,19957,371581.0,1698272.0,0.26,6.531815384615384
Albania,2018-07-01,Country,Europe,23180,419659.0,1803001.0,0.25,7.212004
Albania,2018-08-01,Country,Europe,523797,134009.0,1020867.0,0.25,4.083468
Albania,2018-09-01,Country,Europe,9691,177919.0,837598.0,0.24,3.489991666666667
Albania,2018-10-01,Country,Europe,305,5700.0,27627.0,0.24,0.1151125
Albania,2018-11-01,Country,Europe,506,11074.0,55644.0,0.26,0.21401538461538458
Albania,2018-12-01,Country,Europe,90076,118231.0,614142.0,0.27,2.2745999999999995
Albania,2019-01-01,Country,Europe,41993,47930.0,224595.0,0.29,0.7744655172413792
Albania,2019-03-01,Country,Europe,72,1338.0,18333.0,0.28,0.06547499999999999
Albania,2019-04-01,Country,Europe,661,13309.0,66287.0,0.28,0.23673928571428565
Albania,2019-05-01,Country,Europe,1000,17912.0,86906.0,0.28,0.3103785714285714
Albania,2019-06-01,Country,Europe,10514,232904.0,979002.0,0.27,3.6259333333333332
Albania,2019-07-01,Country,Europe,840,15540.0,68098.0,0.27,0.2522148148148148
Albania,2019-08-01,Country,Europe,2943,55133.0,266574.0,0.26,1.0252846153846153
Albania,2019-09-01,Country,Europe,8330,177821.0,613612.0,0.26,2.3600461538461537
Albania,2019-10-01,Country,Europe,567,11550.0,44339.0,0.25,0.17735599999999999
Albania,2019-11-01,Country,Europe,27,786.0,9720.0,0.24,0.0405
Albania,2019-12-01,Country,Europe,1600,37600.0,140999.0,0.24,0.5874958333333333
Albania,2020-01-01,Country,Europe,196,365.0,1193.0,0.23,0.00518695652173913
Albania,2020-02-01,Country,Europe,594,13484.0,54484.0,0.22,0.24765454545454543
Albania,2020-03-01,Country,Europe,300,5550.0,18883.0,0.21,0.08991904761904762
Albania,2020-04-01,Country,Europe,5734,101077.0,417840.0,0.21,1.9897142857142858
Albania,2020-06-01,Country,Europe,45,948.0,2975.0,0.19,0.015657894736842107
Albania,2020-07-01,Country,Europe,1564,28278.0,122210.0,0.19,0.6432105263157895
Albania,2020-09-01,Country,Europe,15016,329121.0,1174685.0,0.2,5.873424999999999
Albania,2020-10-01,Country,Europe,2066,46318.0,168050.0,0.2,0.8402499999999999
Albania,2020-11-01,Country,Europe,1718,38060.0,168649.0,0.2,0.8432449999999999
Albania,2021-01-01,Country,Europe,32,704.0,19210.0,0.21,0.09147619047619047
Albania,2021-02-01,Country,Europe,2532,46173.0,170615.0,0.22,0.7755227272727272
Albania,2021-03-01,Country,Europe,17394,438604.0,1710003.0,0.22,7.772740909090909
Albania,2021-04-01,Country,Europe,19,958.0,3733.0,0.23,0.016230434782608695
Albania,2021-05-01,Country,Europe,2926,66717.0,293145.0,0.24,1.2214375
Albania,2021-06-01,Country,Europe,7056,178009.0,686735.0,0.24,2.861395833333333
Albania,2021-07-01,Country,Europe,50,400.0,825.0,0.25,0.0033
Albania,2021-08-01,Country,Europe,7094,173257.0,755761.0,0.24,3.149004166666667
Albania,2021-09-01,Country,Europe,24,600.0,5547.0,0.25,0.022188
Albania,2021-10-01,Country,Europe,3630,82764.0,345336.0,0.26,1.3282153846153844
Albania,2021-12-01,Country,Europe,8834,228779.0,1012714.0,0.26,3.8950538461538464
Albania,2022-02-01,Country,Europe,6138,143682.0,712431.0,0.26,2.7401192307692304
Albania,2022-03-01,Country,Europe,4774,112728.0,560187.0,0.26,2.1545653846153843
Albania,2022-04-01,Country,Europe,6780,211750.0,1068047.0,0.26,4.1078730769230765
Albania,2022-05-01,Country,Europe,8596,245014.0,1273338.0,0.26,4.897453846153846
Albania,2022-06-01,Country,Europe,5672,176853.0,815100.0,0.26,3.135
Albania,2022-07-01,Country,Europe,12713,394515.0,1884488.0,0.26,7.248030769230768
Albania,2022-08-01,Country,Europe,7090,215416.0,993601.0,0.27,3.6800037037037034
Albania,2022-09-01,Country,Europe,4499,129021.0,668084.0,0.26,2.5695538461538456
Albania,2022-10-01,Country,Europe,16087,482916.0,2412350.0,0.26,9.27826923076923
Albania,2022-11-01,Country,Europe,10055,262022.0,1364638.0,0.26,5.248607692307692
Albania,2022-12-01,Country,Europe,31959,1142630.0,4942577.0,0.22,22.46625909090909
Albania,2023-01-01,Country,Europe,32652,1161901.0,4925217.0,0.22,22.38735
Albania,2023-02-01,Country,Europe,5680,151760.0,781319.0,0.22,3.55145
Albania,2023-03-01,Country,Europe,135797,4769830.0,19254304.0,0.22,87.51956363636364
Albania,2023-04-01,Country,Europe,109637,3855918.0,14567925.0,0.21,69.37107142857144
Albania,2023-05-01,Country,Europe,87132,3005032.0,11505151.0,0.21,54.786433333333335
Albania,2023-06-01,Country,Europe,8567,236014.0,988021.0,0.18,5.489005555555555
Albania,2023-07-01,Country,Europe,8182,280694.0,1091605.0,0.18,6.064472222222222
Albania,2023-08-01,Country,Europe,15017,476132.0,1560570.0,0.17,9.179823529411761
Albania,2023-09-01,Country,Europe,5752,161065.0,534972.0,0.15,3.56648
Albania,2023-10-01,Country,Europe,13547,389507.0,1232353.0,0.14,8.802521428571426
Albania,2023-11-01,Country,Europe,1286,25095.0,88787.0,0.13,0.6829769230769229
Albania,2023-12-01,Country,Europe,7392,179043.0,454959.0,0.13,3.499684615384615
Albania,2024-01-01,Country,Europe,38753,1361618.0,3230148.0,0.15,21.534319999999997
Albania,2024-02-01,Country,Europe,9269,323608.0,786076.0,0.15,5.240506666666667
Albania,2024-03-01,Country,Europe,16065,520597.0,1094849.0,0.15,7.298993333333333
Algeria,2017-01-01,Country,Africa,120980,19959.0,193823.0,0.38,0.5100605263157894
Algeria,2017-02-01,Country,Africa,144005,1856.0,130985.0,0.38,0.34469736842105264
Algeria,2017-03-01,Country,Africa,202100,2961.0,224110.0,0.38,0.5897631578947369
Algeria,2017-04-01,Country,Africa,55,1022.0,2855.0,0.38,0.007513157894736842
Algeria,2017-05-01,Country,Africa,699,7652.0,59092.0,0.38,0.15550526315789473
Algeria,2017-06-01,Country,Africa,1568,17765.0,91942.0,0.38,0.24195263157894734
Algeria,2017-07-01,Country,Africa,1190,18850.0,73572.0,0.38,0.19361052631578948
Algeria,2017-08-01,Country,Africa,248,2070.0,55948.0,0.32,0.1748375
Algeria,2017-09-01,Country,Africa,1202,12635.0,62130.0,0.31,0.20041935483870965
Algeria,2017-10-01,Country,Africa,390,5145.0,42591.0,0.31,0.13739032258064515
Algeria,2017-11-01,Country,Africa,787,3011.0,52102.0,0.3,0.17367333333333335
Algeria,2017-12-01,Country,Africa,1414,9434.0,56648.0,0.3,0.18882666666666667
Algeria,2018-01-01,Country,Africa,250,1527.0,27324.0,0.29,0.09422068965517241
Algeria,2018-02-01,Country,Africa,670,3184.0,33190.0,0.28,0.11853571428571426
Algeria,2018-03-01,Country,Africa,3490,19530.0,211808.0,0.28,0.7564571428571427
Algeria,2018-04-01,Country,Africa,31609,727649.0,4481108.0,0.27,16.596696296296294
Algeria,2018-05-01,Country,Africa,435,7101.0,35570.0,0.26,0.1368076923076923
Algeria,2018-06-01,Country,Africa,4652,25774.0,116483.0,0.26,0.4480115384615384
Algeria,2018-07-01,Country,Africa,920,6617.0,34345.0,0.25,0.13738
Algeria,2018-08-01,Country,Africa,1557,13841.0,95435.0,0.25,0.38173999999999997
Algeria,2018-09-01,Country,Africa,1835,21952.0,102376.0,0.24,0.42656666666666665
Algeria,2018-10-01,Country,Africa,3116,49974.0,214832.0,0.24,0.8951333333333333
Algeria,2018-11-01,Country,Africa,8,19.0,18.0,0.26,6.923076923076922e-05
Algeria,2018-12-01,Country,Africa,2482,36010.0,129407.0,0.27,0.47928518518518515
Algeria,2019-01-01,Country,Africa,5701,71208.0,228719.0,0.29,0.7886862068965518
Algeria,2019-02-01,Country,Africa,3350,32869.0,187313.0,0.29,0.6459068965517242
Algeria,2019-03-01,Country,Africa,3907,58832.0,213488.0,0.28,0.7624571428571428
Algeria,2019-04-01,Country,Africa,2520,74961.0,1083247.0,0.28,3.868739285714285
Algeria,2019-05-01,Country,Africa,2807,28377.0,125707.0,0.28,0.44895357142857134
Algeria,2019-06-01,Country,Africa,110678,102587.0,543561.0,0.27,2.0131888888888887
Algeria,2019-07-01,Country,Africa,2813,14320.0,88198.0,0.27,0.32665925925925926
Algeria,2019-08-01,Country,Africa,6545,110467.0,658565.0,0.26,2.532942307692308
Algeria,2019-09-01,Country,Africa,30,189.0,1560.0,0.26,0.006
Algeria,2019-10-01,Country,Africa,2100,41395.0,159672.0,0.25,0.638688
Algeria,2019-11-01,Country,Africa,4210,13857.0,57653.0,0.24,0.24022083333333333
Algeria,2019-12-01,Country,Africa,8381,32486.0,127275.0,0.24,0.5303125
Algeria,2020-01-01,Country,Africa,4373,80518.0,297136.0,0.23,1.291895652173913
Algeria,2020-02-01,Country,Africa,1107,24908.0,68997.0,0.22,0.3136227272727273
Algeria,2020-03-01,Country,Africa,5727,85887.0,291232.0,0.21,1.3868190476190476
Algeria,2020-04-01,Country,Africa,656,13122.0,40122.0,0.21,0.19105714285714287
Algeria,2020-05-01,Country,Africa,3198,58217.0,273259.0,0.2,1.366295
Algeria,2020-06-01,Country,Africa,266080,29837.0,238924.0,0.19,1.2574947368421052
Algeria,2020-07-01,Country,Africa,2024,8024.0,67572.0,0.19,0.3556421052631579
Algeria,2020-08-01,Country,Africa,1752,34445.0,103336.0,0.2,0.5166799999999999
Algeria,2020-09-01,Country,Africa,29412,633275.0,2063128.0,0.2,10.31564
Algeria,2020-10-01,Country,Africa,14512,266338.0,931159.0,0.2,4.6557949999999995
Algeria,2020-11-01,Country,Africa,4805,76582.0,300048.0,0.2,1.5002399999999998
Algeria,2020-12-01,Country,Africa,960,18714.0,63828.0,0.21,0.3039428571428572
Algeria,2021-01-01,Country,Africa,2893,52781.0,183892.0,0.21,0.8756761904761904
Algeria,2021-02-01,Country,Africa,228244,57983.0,346078.0,0.22,1.573081818181818
Algeria,2021-03-01,Country,Africa,2137,39720.0,144215.0,0.22,0.6555227272727272
Algeria,2021-04-01,Country,Africa,7352,68125.0,374162.0,0.23,1.626791304347826
Algeria,2021-05-01,Country,Africa,21860,479120.0,1803753.0,0.24,7.5156375
Algeria,2021-06-01,Country,Africa,27423,602761.0,1983349.0,0.24,8.263954166666666
Algeria,2021-07-01,Country,Africa,736,14695.0,48024.0,0.25,0.192096
Algeria,2021-08-01,Country,Africa,1182,1865.0,32652.0,0.24,0.13605
Algeria,2021-09-01,Country,Africa,2899,79023.0,433312.0,0.25,1.7332480000000001
Algeria,2021-11-01,Country,Africa,33438,610212.0,3654827.0,0.25,14.619307999999998
Algeria,2021-12-01,Country,Africa,3,58.0,249.0,0.26,0.0009576923076923076
Algeria,2022-02-01,Country,Africa,580,6474.0,24272.0,0.26,0.09335384615384615
Algeria,2022-04-01,Country,Africa,700,9347.0,34251.0,0.26,0.13173461538461537
Algeria,2022-05-01,Country,Africa,720,19210.0,107761.0,0.26,0.4144653846153846
Algeria,2022-06-01,Country,Africa,3589,53919.0,220438.0,0.26,0.8478384615384613
Algeria,2022-07-01,Country,Africa,2804,23300.0,156619.0,0.26,0.6023807692307692
Algeria,2022-08-01,Country,Africa,109,2052.0,11103.0,0.27,0.04112222222222222
Algeria,2022-09-01,Country,Africa,830,6815.0,40504.0,0.26,0.15578461538461535
Algeria,2022-11-01,Country,Africa,374,4592.0,30274.0,0.26,0.11643846153846153
Algeria,2022-12-01,Country,Africa,360,2922.0,6241.0,0.22,0.02836818181818182
Algeria,2023-01-01,Country,Africa,1921,44811.0,358497.0,0.22,1.629531818181818
Algeria,2023-02-01,Country,Africa,10,300.0,2293.0,0.22,0.010422727272727271
Algeria,2023-03-01,Country,Africa,2730,1695.0,17810.0,0.22,0.08095454545454546
Algeria,2023-04-01,Country,Africa,3164,56345.0,260497.0,0.21,1.2404619047619048
Algeria,2023-05-01,Country,Africa,15275,95394.0,267834.0,0.21,1.2753999999999999
Algeria,2023-06-01,Country,Africa,3337,53950.0,195032.0,0.18,1.083511111111111
Algeria,2023-07-01,Country,Africa,2289,60268.0,323475.0,0.18,1.7970833333333331
Algeria,2023-08-01,Country,Africa,5912,13288.0,61640.0,0.17,0.36258823529411766
Algeria,2023-09-01,Country,Africa,1990,35618.0,105700.0,0.15,0.7046666666666667
Algeria,2023-10-01,Country,Africa,24499,635129.0,2672663.0,0.14,19.090449999999997
Algeria,2023-11-01,Country,Africa,2028,34384.0,99289.0,0.13,0.7637615384615384
Algeria,2023-12-01,Country,Africa,1364,33418.0,93621.0,0.13,0.7201615384615383
Algeria,2024-01-01,Country,Africa,22127,69628.0,291506.0,0.15,1.9433733333333332
Algeria,2024-02-01,Country,Africa,34708,276336.0,830603.0,0.15,5.537353333333333
Algeria,2024-03-01,Country,Africa,2680,75400.0,189732.0,0.15,1.26488
American Samoa,2023-09-01,Country,Oceania,18290,512120.0,2502987.0,0.15,16.68658
Andorra,2019-04-01,Country,Europe,60,1560.0,8614.0,0.28,0.03076428571428571
Andorra,2020-07-01,Country,Europe,144,3744.0,15840.0,0.19,0.08336842105263156
Andorra,2020-08-01,Country,Europe,1024,18170.0,149903.0,0.2,0.7495149999999999
Andorra,2022-02-01,Country,Europe,710,710.0,16685.0,0.26,0.06417307692307692
Andorra,2022-05-01,Country,Europe,2,3.0,24.0,0.26,9.23076923076923e-05
Andorra,2022-07-01,Country,Europe,23,100.0,5920.0,0.26,0.022769230769230767
Angola,2017-01-01,Country,Africa,686,3027.0,17657.0,0.38,0.04646578947368421
Angola,2017-02-01,Country,Africa,160,3440.0,23184.0,0.38,0.06101052631578947
Angola,2017-03-01,Country,Africa,558,6527.0,35137.0,0.38,0.0924657894736842
Angola,2017-04-01,Country,Africa,1567,23381.0,105553.0,0.38,0.277771052631579
Angola,2017-05-01,Country,Africa,670,10561.0,100578.0,0.38,0.26467894736842107
Angola,2017-06-01,Country,Africa,2716,16989.0,79429.0,0.38,0.2090236842105263
Angola,2017-07-01,Country,Africa,9399,223490.0,1047251.0,0.38,2.755923684210526
Angola,2017-08-01,Country,Africa,9262,208833.0,1028276.0,0.32,3.2133624999999997
Angola,2017-10-01,Country,Africa,24634,602290.0,2629896.0,0.31,8.483535483870968
Angola,2017-12-01,Country,Africa,2107,25631.0,113789.0,0.3,0.37929666666666667
Angola,2018-01-01,Country,Africa,116,2763.0,17052.0,0.29,0.058800000000000005
Angola,2018-02-01,Country,Africa,1342,1766.0,8993.0,0.28,0.032117857142857135
Angola,2018-03-01,Country,Africa,9350,10616.0,40055.0,0.28,0.14305357142857142
Angola,2018-04-01,Country,Africa,540,4600.0,7164.0,0.27,0.026533333333333332
Angola,2018-05-01,Country,Africa,7624,36783.0,164428.0,0.26,0.6324153846153845
Angola,2018-06-01,Country,Africa,1130,9449.0,43353.0,0.26,0.16674230769230766
Angola,2018-07-01,Country,Africa,8999,10172.0,34195.0,0.25,0.13677999999999998
Angola,2018-08-01,Country,Africa,7137,33966.0,119558.0,0.25,0.478232
Angola,2018-09-01,Country,Africa,25428,28061.0,76769.0,0.24,0.3198708333333334
Angola,2018-10-01,Country,Africa,16350,28458.0,75592.0,0.24,0.3149666666666666
Angola,2018-11-01,Country,Africa,20425,39548.0,148070.0,0.26,0.5694999999999999
Angola,2018-12-01,Country,Africa,5696,5219.0,19884.0,0.27,0.07364444444444444
Angola,2019-01-01,Country,Africa,43447,65419.0,241151.0,0.29,0.8315551724137932
Angola,2019-02-01,Country,Africa,1376,2958.0,7807.0,0.29,0.026920689655172414
Angola,2019-03-01,Country,Africa,19133,19435.0,72249.0,0.28,0.2580321428571428
Angola,2019-04-01,Country,Africa,12481,28637.0,98011.0,0.28,0.35003928571428566
Angola,2019-05-01,Country,Africa,9602,57736.0,245770.0,0.28,0.8777499999999999
Angola,2019-06-01,Country,Africa,12530,42739.0,54053.0,0.27,0.20019629629629626
Angola,2019-07-01,Country,Africa,12801,35300.0,70630.0,0.27,0.2615925925925926
Angola,2019-08-01,Country,Africa,19810,43754.0,176951.0,0.26,0.680580769230769
Angola,2019-09-01,Country,Africa,30047,67383.0,232461.0,0.26,0.8940807692307691
Angola,2019-10-01,Country,Africa,4467,13698.0,105676.0,0.25,0.42270399999999997
Angola,2019-11-01,Country,Africa,13867,34904.0,106155.0,0.24,0.44231250000000005
Angola,2019-12-01,Country,Africa,46899,271437.0,1003612.0,0.24,4.1817166666666665
Angola,2020-01-01,Country,Africa,12761,195069.0,742869.0,0.23,3.229865217391304
Angola,2020-02-01,Country,Africa,470,7045.0,19890.0,0.22,0.09040909090909091
Angola,2020-03-01,Country,Africa,16898,108034.0,462675.0,0.21,2.2032142857142856
Angola,2020-04-01,Country,Africa,3680,6876.0,15944.0,0.21,0.07592380952380952
Angola,2020-05-01,Country,Africa,26,326.0,598.0,0.2,0.00299
Angola,2020-06-01,Country,Africa,4795,11786.0,52323.0,0.19,0.2753842105263158
Angola,2020-07-01,Country,Africa,5607,12364.0,56176.0,0.19,0.29566315789473685
Angola,2020-08-01,Country,Africa,10410,25414.0,94641.0,0.2,0.473205
Angola,2020-09-01,Country,Africa,11211,23846.0,88809.0,0.2,0.444045
Angola,2020-10-01,Country,Africa,9660,35878.0,154463.0,0.2,0.772315
Angola,2020-11-01,Country,Africa,19342,28663.0,217040.0,0.2,1.0852
Angola,2020-12-01,Country,Africa,2528,10594.0,46628.0,0.21,0.22203809523809523
Angola,2021-01-01,Country,Africa,17840,94907.0,282562.0,0.21,1.3455333333333335
Angola,2021-02-01,Country,Africa,3095,5989.0,29183.0,0.22,0.13265000000000002
Angola,2021-03-01,Country,Africa,1400,3079.0,10420.0,0.22,0.04736363636363636
Angola,2021-04-01,Country,Africa,9647,21073.0,64080.0,0.23,0.2786086956521739
Angola,2021-05-01,Country,Africa,7378,50695.0,225052.0,0.24,0.9377166666666666
Angola,2021-06-01,Country,Africa,15088,53981.0,244528.0,0.24,1.0188666666666668
Angola,2021-07-01,Country,Africa,4677,14795.0,56428.0,0.25,0.225712
Angola,2021-08-01,Country,Africa,6920,18923.0,76308.0,0.24,0.31794999999999995
Angola,2021-09-01,Country,Africa,21318,179864.0,768241.0,0.25,3.0729640000000003
Angola,2021-10-01,Country,Africa,24565,78253.0,336339.0,0.26,1.2936115384615383
Angola,2021-11-01,Country,Africa,14237,69979.0,276313.0,0.25,1.105252
Angola,2021-12-01,Country,Africa,4886,64432.0,259039.0,0.26,0.9963038461538459
Angola,2022-01-01,Country,Africa,5296,13724.0,46177.0,0.26,0.17760384615384614
Angola,2022-02-01,Country,Africa,78,20.0,480.0,0.26,0.0018461538461538461
Angola,2022-03-01,Country,Africa,1562,13451.0,88483.0,0.26,0.3403192307692308
Angola,2022-04-01,Country,Africa,53105,1356292.0,7418029.0,0.26,28.530880769230773
Angola,2022-05-01,Country,Africa,2816,30808.0,138577.0,0.26,0.5329884615384615
