Area,Date,Area type,Region,Amount (items),Amount (kg),Amount (USD),Module price (USD/W),Capacity (MW)
Gambia,2020-05-01,Country,Africa,15721,38766.0,202898.0,0.2,1.01449
Gambia,2020-06-01,Country,Africa,16123,26615.0,209266.0,0.19,1.1014
Gambia,2020-07-01,Country,Africa,1530,21513.0,57898.0,0.19,0.3047263157894737
Gambia,2020-08-01,Country,Africa,9437,21701.0,105539.0,0.2,0.527695
Gambia,2020-09-01,Country,Africa,12974,94848.0,306431.0,0.2,1.5321550000000002
Gambia,2020-10-01,Country,Africa,11806,25684.0,110574.0,0.2,0.55287
Gambia,2020-11-01,Country,Africa,4636,24230.0,212180.0,0.2,1.0609
Gambia,2020-12-01,Country,Africa,3612,22214.0,165519.0,0.21,0.7881857142857143
Gambia,2021-01-01,Country,Africa,18253,44219.0,200082.0,0.21,0.9527714285714286
Gambia,2021-02-01,Country,Africa,9269,14906.0,55456.0,0.22,0.2520727272727273
Gambia,2021-03-01,Country,Africa,1000,4322.0,103407.0,0.22,0.4700318181818181
Gambia,2021-04-01,Country,Africa,7797,18167.0,90531.0,0.23,0.39361304347826087
Gambia,2021-05-01,Country,Africa,320,5516.0,16520.0,0.24,0.06883333333333333
Gambia,2021-06-01,Country,Africa,2584,5965.0,34871.0,0.24,0.14529583333333335
Gambia,2021-07-01,Country,Africa,2648,11781.0,142034.0,0.25,0.568136
Gambia,2021-08-01,Country,Africa,54649,66692.0,272507.0,0.24,1.1354458333333333
Gambia,2021-09-01,Country,Africa,1603,16924.0,71782.0,0.25,0.28712799999999994
Gambia,2021-10-01,Country,Africa,21880,41324.0,347966.0,0.26,1.338330769230769
Gambia,2021-11-01,Country,Africa,1727,17215.0,103764.0,0.25,0.415056
Gambia,2021-12-01,Country,Africa,4295,45013.0,555906.0,0.26,2.1380999999999997
Gambia,2022-01-01,Country,Africa,8316,51280.0,225551.0,0.26,0.8675038461538461
Gambia,2022-02-01,Country,Africa,900,15750.0,52218.0,0.26,0.20083846153846152
Gambia,2022-04-01,Country,Africa,6,120.0,728.0,0.26,0.0028
Gambia,2022-05-01,Country,Africa,1173,32405.0,171852.0,0.26,0.6609692307692308
Gambia,2022-06-01,Country,Africa,180,2380.0,198053.0,0.26,0.7617423076923076
Gambia,2022-07-01,Country,Africa,8880,26023.0,283220.0,0.26,1.0893076923076923
Gambia,2022-09-01,Country,Africa,355,460.0,690.0,0.26,0.0026538461538461538
Gambia,2022-10-01,Country,Africa,3338,31454.0,138880.0,0.26,0.5341538461538461
Gambia,2022-11-01,Country,Africa,438,13551.0,64853.0,0.26,0.2494346153846154
Gambia,2022-12-01,Country,Africa,2634,32947.0,150190.0,0.22,0.6826818181818182
Gambia,2023-01-01,Country,Africa,1027,11443.0,48095.0,0.22,0.21861363636363634
Gambia,2023-02-01,Country,Africa,27648,879206.0,3655680.0,0.22,16.61672727272727
Gambia,2023-03-01,Country,Africa,15538,457562.0,1864204.0,0.22,8.473654545454545
Gambia,2023-04-01,Country,Africa,1354,21872.0,120313.0,0.21,0.5729190476190477
Gambia,2023-05-01,Country,Africa,16427,26612.0,169812.0,0.21,0.8086285714285714
Gambia,2023-06-01,Country,Africa,412,11694.0,36685.0,0.18,0.20380555555555557
Gambia,2023-07-01,Country,Africa,558,13776.0,59404.0,0.18,0.3300222222222222
Gambia,2023-08-01,Country,Africa,2423,36360.0,107559.0,0.17,0.6326999999999999
Gambia,2023-09-01,Country,Africa,485,2432.0,7953.0,0.15,0.05302
Gambia,2023-10-01,Country,Africa,739,14416.0,48289.0,0.14,0.3449214285714285
Gambia,2023-11-01,Country,Africa,2210,54640.0,157685.0,0.13,1.2129615384615384
Gambia,2023-12-01,Country,Africa,2248,46222.0,115888.0,0.13,0.8914461538461537
Gambia,2024-01-01,Country,Africa,7792,119761.0,317423.0,0.15,2.116153333333333
Gambia,2024-02-01,Country,Africa,4016,77426.0,268186.0,0.15,1.7879066666666665
Gambia,2024-03-01,Country,Africa,1888,45709.0,109884.0,0.15,0.73256
Georgia,2017-01-01,Country,Asia,2643,9635.0,44426.0,0.38,0.11691052631578946
Georgia,2017-02-01,Country,Asia,926,19225.0,113037.0,0.38,0.2974657894736842
Georgia,2017-03-01,Country,Asia,1630,2805.0,16122.0,0.38,0.04242631578947369
Georgia,2017-04-01,Country,Asia,616,12320.0,59182.0,0.38,0.15574210526315788
Georgia,2017-05-01,Country,Asia,1280,9339.0,30078.0,0.38,0.07915263157894736
Georgia,2017-06-01,Country,Asia,56,225.0,1271.0,0.38,0.0033447368421052628
Georgia,2017-07-01,Country,Asia,58,971.0,5314.0,0.38,0.013984210526315788
Georgia,2017-08-01,Country,Asia,5413,101642.0,511125.0,0.32,1.597265625
Georgia,2017-09-01,Country,Asia,450,6460.0,37632.0,0.31,0.12139354838709678
Georgia,2017-11-01,Country,Asia,30,530.0,2400.0,0.3,0.008
Georgia,2018-02-01,Country,Asia,3944,87482.0,367443.0,0.28,1.3122964285714283
Georgia,2018-05-01,Country,Asia,3256,71516.0,381076.0,0.26,1.4656769230769229
Georgia,2018-06-01,Country,Asia,6355,140430.0,678220.0,0.26,2.608538461538462
Georgia,2018-07-01,Country,Asia,320,5683.0,24208.0,0.25,0.09683199999999999
Georgia,2018-08-01,Country,Asia,10029,221229.0,1065350.0,0.25,4.2614
Georgia,2018-09-01,Country,Asia,2839,26359.0,122074.0,0.24,0.5086416666666667
Georgia,2018-10-01,Country,Asia,492,7412.0,31369.0,0.24,0.13070416666666668
Georgia,2018-11-01,Country,Asia,1497,32327.0,109874.0,0.26,0.4225923076923076
Georgia,2018-12-01,Country,Asia,4604,84276.0,318992.0,0.27,1.1814518518518518
Georgia,2019-01-01,Country,Asia,3645,79773.0,286346.0,0.29,0.9874
Georgia,2019-02-01,Country,Asia,3754,16358.0,21300.0,0.29,0.07344827586206898
Georgia,2019-03-01,Country,Asia,672,10666.0,45050.0,0.28,0.16089285714285712
Georgia,2019-04-01,Country,Asia,19075,221064.0,880336.0,0.28,3.144057142857142
Georgia,2019-05-01,Country,Asia,110960,17618.0,127203.0,0.28,0.4542964285714285
Georgia,2019-06-01,Country,Asia,126904,46300.0,236800.0,0.27,0.877037037037037
Georgia,2019-07-01,Country,Asia,4395,93943.0,384433.0,0.27,1.4238259259259258
Georgia,2019-08-01,Country,Asia,150621,97049.0,454907.0,0.26,1.7496423076923078
Georgia,2019-09-01,Country,Asia,446816,99563.0,649178.0,0.26,2.496838461538461
Georgia,2019-10-01,Country,Asia,165482,30375.0,225764.0,0.25,0.903056
Georgia,2019-11-01,Country,Asia,183068,183211.0,733507.0,0.24,3.0562791666666667
Georgia,2019-12-01,Country,Asia,236313,42156.0,267161.0,0.24,1.1131708333333332
Georgia,2020-01-01,Country,Asia,116725,101149.0,347337.0,0.23,1.5101608695652173
Georgia,2020-02-01,Country,Asia,303678,132646.0,573267.0,0.22,2.605759090909091
Georgia,2020-03-01,Country,Asia,130940,151755.0,611968.0,0.21,2.914133333333333
Georgia,2020-04-01,Country,Asia,31596,60924.0,255368.0,0.21,1.2160380952380951
Georgia,2020-05-01,Country,Asia,6751,144902.0,502012.0,0.2,2.51006
Georgia,2020-06-01,Country,Asia,99206,143433.0,529626.0,0.19,2.7875052631578945
Georgia,2020-07-01,Country,Asia,361538,114018.0,588453.0,0.19,3.0971210526315787
Georgia,2020-08-01,Country,Asia,63610,153271.0,566813.0,0.2,2.834065
Georgia,2020-09-01,Country,Asia,102501,1755496.0,6430042.0,0.2,32.15021
Georgia,2020-10-01,Country,Asia,4221,95161.0,294131.0,0.2,1.470655
Georgia,2020-11-01,Country,Asia,6087,145150.0,531885.0,0.2,2.6594249999999997
Georgia,2020-12-01,Country,Asia,685,15325.0,61571.0,0.21,0.29319523809523806
Georgia,2021-01-01,Country,Asia,4131,103260.0,362367.0,0.21,1.7255571428571428
Georgia,2021-02-01,Country,Asia,379,8542.0,35669.0,0.22,0.16213181818181818
Georgia,2021-03-01,Country,Asia,5514,135483.0,557823.0,0.22,2.535559090909091
Georgia,2021-04-01,Country,Asia,11453,336685.0,1307711.0,0.23,5.6857
Georgia,2021-05-01,Country,Asia,5313,138458.0,576762.0,0.24,2.403175
Georgia,2021-06-01,Country,Asia,33085,918861.0,3671805.0,0.24,15.2991875
Georgia,2021-07-01,Country,Asia,29070,843115.0,3465401.0,0.25,13.861604
Georgia,2021-08-01,Country,Asia,241255,594535.0,2664054.0,0.24,11.100224999999998
Georgia,2021-09-01,Country,Asia,4716,117313.0,484010.0,0.25,1.9360400000000002
Georgia,2021-10-01,Country,Asia,2390,66326.0,294881.0,0.26,1.1341576923076921
Georgia,2021-11-01,Country,Asia,9240,141781.0,676170.0,0.25,2.70468
Georgia,2021-12-01,Country,Asia,204460,823712.0,3665971.0,0.26,14.09988846153846
Georgia,2022-01-01,Country,Asia,682,16709.0,83674.0,0.26,0.32182307692307693
Georgia,2022-02-01,Country,Asia,1888,45258.0,205315.0,0.26,0.7896730769230769
Georgia,2022-03-01,Country,Asia,8508,209220.0,981489.0,0.26,3.774957692307692
Georgia,2022-04-01,Country,Asia,19637,579026.0,2720932.0,0.26,10.465123076923076
Georgia,2022-05-01,Country,Asia,6929,196583.0,1003182.0,0.26,3.8583923076923075
Georgia,2022-06-01,Country,Asia,89026,509363.0,2313564.0,0.26,8.898323076923077
Georgia,2022-07-01,Country,Asia,9298,252336.0,1246222.0,0.26,4.793161538461538
Georgia,2022-08-01,Country,Asia,9257,233611.0,1182550.0,0.27,4.379814814814814
Georgia,2022-09-01,Country,Asia,12764,356595.0,1772512.0,0.26,6.817353846153846
Georgia,2022-10-01,Country,Asia,6902,193248.0,1011470.0,0.26,3.8902692307692304
Georgia,2022-11-01,Country,Asia,2970,86938.0,420043.0,0.26,1.6155499999999998
Georgia,2022-12-01,Country,Asia,13692,286406.0,1212934.0,0.22,5.5133363636363635
Georgia,2023-01-01,Country,Asia,34671,770901.0,3361301.0,0.22,15.278640909090909
Georgia,2023-02-01,Country,Asia,6080,178428.0,825642.0,0.22,3.7529181818181816
Georgia,2023-03-01,Country,Asia,100780,3224825.0,12827211.0,0.22,58.30550454545454
Georgia,2023-04-01,Country,Asia,192297,6220542.0,24623879.0,0.21,117.25656666666666
Georgia,2023-05-01,Country,Asia,303659,9871499.0,38938476.0,0.21,185.4213142857143
Georgia,2023-06-01,Country,Asia,7822,201454.0,864452.0,0.18,4.802511111111111
Georgia,2023-07-01,Country,Asia,7110,203707.0,795275.0,0.18,4.4181944444444445
Georgia,2023-08-01,Country,Asia,37659,1134951.0,3700846.0,0.17,21.769682352941174
Georgia,2023-09-01,Country,Asia,56309,1753118.0,5371016.0,0.15,35.80677333333333
Georgia,2023-10-01,Country,Asia,12852,397739.0,909319.0,0.14,6.4951357142857145
Georgia,2023-11-01,Country,Asia,21991,691184.0,1782922.0,0.13,13.714784615384614
Georgia,2023-12-01,Country,Asia,83855,2589470.0,7016295.0,0.13,53.97149999999999
Georgia,2024-01-01,Country,Asia,17301,536612.0,1552500.0,0.15,10.35
Georgia,2024-02-01,Country,Asia,15374,470873.0,969479.0,0.15,6.463193333333333
Georgia,2024-03-01,Country,Asia,11010,294434.0,661733.0,0.15,4.411553333333334
Germany,2017-01-01,Country,Europe,668743,1208973.0,7068998.0,0.38,18.602626315789472
Germany,2017-02-01,Country,Europe,1200249,1299336.0,8227974.0,0.38,21.652563157894736
Germany,2017-03-01,Country,Europe,1614360,351077.0,4091616.0,0.38,10.767410526315787
Germany,2017-04-01,Country,Europe,1199005,416957.0,4160414.0,0.38,10.94845789473684
Germany,2017-05-01,Country,Europe,1413131,625905.0,6498820.0,0.38,17.10215789473684
Germany,2017-06-01,Country,Europe,2056941,336036.0,4854688.0,0.38,12.775494736842107
Germany,2017-07-01,Country,Europe,3266391,501744.0,7927431.0,0.38,20.861660526315784
Germany,2017-08-01,Country,Europe,3692591,948645.0,11480397.0,0.32,35.876240625
Germany,2017-09-01,Country,Europe,1836349,1329603.0,12827549.0,0.31,41.37919032258064
Germany,2017-10-01,Country,Europe,2213531,2015536.0,16114367.0,0.31,51.98182903225806
Germany,2017-11-01,Country,Europe,3767328,2454512.0,19710834.0,0.3,65.70277999999999
Germany,2017-12-01,Country,Europe,1440341,886454.0,7278745.0,0.3,24.262483333333336
Germany,2018-01-01,Country,Europe,2811258,1415073.0,11896137.0,0.29,41.02116206896552
Germany,2018-02-01,Country,Europe,2176813,1022327.0,9048410.0,0.28,32.315749999999994
Germany,2018-03-01,Country,Europe,1865505,854170.0,7972521.0,0.28,28.473289285714284
Germany,2018-04-01,Country,Europe,1697537,2195095.0,14994983.0,0.27,55.53697407407407
Germany,2018-05-01,Country,Europe,2499090,2087163.0,15104787.0,0.26,58.09533461538461
Germany,2018-06-01,Country,Europe,2875838,2184567.0,15766246.0,0.26,60.63940769230769
Germany,2018-07-01,Country,Europe,3725426,892171.0,9540416.0,0.25,38.161664
Germany,2018-08-01,Country,Europe,1371149,512673.0,4760231.0,0.25,19.040923999999997
Germany,2018-09-01,Country,Europe,5059138,1852452.0,12434978.0,0.24,51.81240833333334
Germany,2018-10-01,Country,Europe,5018932,5233387.0,23270322.0,0.24,96.95967499999999
Germany,2018-11-01,Country,Europe,6251695,1425583.0,9551528.0,0.26,36.73664615384615
Germany,2018-12-01,Country,Europe,4605759,2734660.0,13629324.0,0.27,50.47897777777778
Germany,2019-01-01,Country,Europe,10032429,8556668.0,39640813.0,0.29,136.69245862068965
Germany,2019-02-01,Country,Europe,8136052,7243296.0,35449252.0,0.29,122.23880000000001
Germany,2019-03-01,Country,Europe,7361307,12308581.0,54920665.0,0.28,196.14523214285708
Germany,2019-04-01,Country,Europe,6056490,8856992.0,40552053.0,0.28,144.8287607142857
Germany,2019-05-01,Country,Europe,10875527,13804839.0,62339044.0,0.28,222.63944285714285
Germany,2019-06-01,Country,Europe,13356410,12956652.0,61545393.0,0.27,227.94589999999997
Germany,2019-07-01,Country,Europe,10284688,12920299.0,62255635.0,0.27,230.57642592592586
Germany,2019-08-01,Country,Europe,6589441,9240955.0,41164673.0,0.26,158.32566538461535
Germany,2019-09-01,Country,Europe,10458397,8853444.0,41457552.0,0.26,159.4521230769231
Germany,2019-10-01,Country,Europe,13153822,9866008.0,49247764.0,0.25,196.991056
Germany,2019-11-01,Country,Europe,6563189,4959645.0,25205932.0,0.24,105.02471666666668
Germany,2019-12-01,Country,Europe,10823543,4560353.0,25215343.0,0.24,105.06392916666665
Germany,2020-01-01,Country,Europe,7653868,7135175.0,34285455.0,0.23,149.0671956521739
Germany,2020-02-01,Country,Europe,12235168,7302232.0,40196704.0,0.22,182.71229090909088
Germany,2020-03-01,Country,Europe,11794389,16162308.0,72417679.0,0.21,344.84609047619057
Germany,2020-04-01,Country,Europe,12191549,22220177.0,98646070.0,0.21,469.74319047619053
Germany,2020-05-01,Country,Europe,10846953,20695491.0,88301401.0,0.2,441.5070050000001
Germany,2020-06-01,Country,Europe,13014440,19642778.0,81000155.0,0.19,426.31660526315784
Germany,2020-07-01,Country,Europe,14031299,16003498.0,66781046.0,0.19,351.47918947368413
Germany,2020-08-01,Country,Europe,18567170,15564291.0,66081715.0,0.2,330.408575
Germany,2020-09-01,Country,Europe,17665343,14876763.0,65629304.0,0.2,328.14651999999995
Germany,2020-10-01,Country,Europe,12018032,9320112.0,41757175.0,0.2,208.785875
Germany,2020-11-01,Country,Europe,7732149,5781631.0,27659700.0,0.2,138.29850000000002
Germany,2020-12-01,Country,Europe,6321805,6622425.0,30259046.0,0.21,144.09069523809524
Germany,2021-01-01,Country,Europe,9819943,6192633.0,33371918.0,0.21,158.91389523809522
Germany,2021-02-01,Country,Europe,16153092,10075458.0,52541945.0,0.22,238.82702272727275
Germany,2021-03-01,Country,Europe,21159755,10961487.0,61488711.0,0.22,279.4941409090909
Germany,2021-04-01,Country,Europe,20741050,11038390.0,61625660.0,0.23,267.9376521739131
Germany,2021-05-01,Country,Europe,15704235,13136587.0,69756661.0,0.24,290.6527541666666
Germany,2021-06-01,Country,Europe,18314085,16536672.0,88661825.0,0.24,369.4242708333333
Germany,2021-07-01,Country,Europe,10294597,14054038.0,73801432.0,0.25,295.2057280000001
Germany,2021-08-01,Country,Europe,12501853,14282015.0,74657787.0,0.24,311.07411249999996
Germany,2021-09-01,Country,Europe,10730289,14820095.0,76257897.0,0.25,305.03158799999994
Germany,2021-10-01,Country,Europe,20558783,22734224.0,120890905.0,0.26,464.9650192307691
Germany,2021-11-01,Country,Europe,17339648,11247664.0,70766879.0,0.25,283.067516
Germany,2021-12-01,Country,Europe,12122139,10081296.0,64989569.0,0.26,249.95988076923072
Germany,2022-01-01,Country,Europe,5302819,13086996.0,71854259.0,0.26,276.3625346153847
Germany,2022-02-01,Country,Europe,1003025,20503067.0,106796098.0,0.26,410.75422307692304
Germany,2022-03-01,Country,Europe,1031384,20852613.0,109489083.0,0.26,421.1118576923076
Germany,2022-04-01,Country,Europe,1042203,22160228.0,116061853.0,0.26,446.39174230769225
Germany,2022-05-01,Country,Europe,1625944,34365286.0,174138772.0,0.26,669.7645076923077
Germany,2022-06-01,Country,Europe,1712809,36030874.0,192998047.0,0.26,742.3001807692306
Germany,2022-07-01,Country,Europe,2126091,35816466.0,189752039.0,0.26,729.8155346153848
Germany,2022-08-01,Country,Europe,2136437,45228026.0,233062929.0,0.27,863.1960333333333
Germany,2022-09-01,Country,Europe,1609719,33713623.0,183374833.0,0.26,705.2878192307694
Germany,2022-10-01,Country,Europe,1036046,21306312.0,119474105.0,0.26,459.5157884615384
Germany,2022-11-01,Country,Europe,1031671,19590269.0,112345949.0,0.26,432.0998038461538
Germany,2022-12-01,Country,Europe,1013570,20952788.0,112814601.0,0.22,512.793640909091
Germany,2023-01-01,Country,Europe,1128019,21557188.0,119345949.0,0.22,542.4815863636363
Germany,2023-02-01,Country,Europe,974132,21674078.0,108622377.0,0.22,493.7380772727273
Germany,2023-03-01,Country,Europe,1477223,30676302.0,150378975.0,0.22,683.5407954545453
Germany,2023-04-01,Country,Europe,1231104,25441534.0,123563751.0,0.21,588.3988142857141
Germany,2023-05-01,Country,Europe,1166308,24812253.0,120036980.0,0.21,571.6046666666666
Germany,2023-06-01,Country,Europe,1226801,25587146.0,120305518.0,0.18,668.3639888888889
Germany,2023-07-01,Country,Europe,603216,11381545.0,49753007.0,0.18,276.40559444444443
Germany,2023-08-01,Country,Europe,596612,11755783.0,49517017.0,0.17,291.2765705882353
Germany,2023-09-01,Country,Europe,579863,12257893.0,45570908.0,0.15,303.80605333333324
Germany,2023-10-01,Country,Europe,381727,8109262.0,29034565.0,0.14,207.38975
Germany,2023-11-01,Country,Europe,302943,6389519.0,20950511.0,0.13,161.1577769230769
Germany,2023-12-01,Country,Europe,396441,7735255.0,24845228.0,0.13,191.11713846153845
Germany,2024-01-01,Country,Europe,497951,8484788.0,24029696.0,0.15,160.19797333333335
Germany,2024-02-01,Country,Europe,348416,6524305.0,19187108.0,0.15,127.91405333333334
Germany,2024-03-01,Country,Europe,914002,20627328.0,52907433.0,0.15,352.71622
Ghana,2017-01-01,Country,Africa,117369,325805.0,1707369.0,0.38,4.493076315789473
Ghana,2017-02-01,Country,Africa,56165,155158.0,864289.0,0.38,2.274444736842105
Ghana,2017-03-01,Country,Africa,147477,173543.0,1073800.0,0.38,2.8257894736842104
Ghana,2017-04-01,Country,Africa,198112,464182.0,2185096.0,0.38,5.750252631578947
Ghana,2017-05-01,Country,Africa,108985,407345.0,2065272.0,0.38,5.434926315789474
Ghana,2017-06-01,Country,Africa,83040,285167.0,1075229.0,0.38,2.82955
Ghana,2017-07-01,Country,Africa,73462,381103.0,1394437.0,0.38,3.669571052631579
Ghana,2017-08-01,Country,Africa,60152,314701.0,1016921.0,0.32,3.177878125
Ghana,2017-09-01,Country,Africa,59656,623224.0,2727642.0,0.31,8.798845161290323
Ghana,2017-10-01,Country,Africa,60096,925505.0,4283101.0,0.31,13.816454838709676
Ghana,2017-11-01,Country,Africa,84502,614581.0,2662874.0,0.3,8.876246666666667
Ghana,2017-12-01,Country,Africa,62851,286425.0,1094143.0,0.3,3.6471433333333336
Ghana,2018-01-01,Country,Africa,53209,330492.0,1326976.0,0.29,4.575779310344828
Ghana,2018-02-01,Country,Africa,75616,386104.0,1727420.0,0.28,6.169357142857143
Ghana,2018-03-01,Country,Africa,34623,232549.0,923859.0,0.28,3.2994964285714277
Ghana,2018-04-01,Country,Africa,71715,352746.0,1411320.0,0.27,5.22711111111111
Ghana,2018-05-01,Country,Africa,81533,479473.0,2274456.0,0.26,8.747907692307692
Ghana,2018-06-01,Country,Africa,53228,163419.0,615515.0,0.26,2.367365384615385
Ghana,2018-07-01,Country,Africa,50954,215539.0,756807.0,0.25,3.027228
Ghana,2018-08-01,Country,Africa,37621,269169.0,1082255.0,0.25,4.32902
Ghana,2018-09-01,Country,Africa,41857,209154.0,622999.0,0.24,2.595829166666667
Ghana,2018-10-01,Country,Africa,35447,388592.0,1618104.0,0.24,6.742100000000001
Ghana,2018-11-01,Country,Africa,34640,167577.0,529481.0,0.26,2.0364653846153846
Ghana,2018-12-01,Country,Africa,74699,391722.0,1517259.0,0.27,5.619477777777777
Ghana,2019-01-01,Country,Africa,41546,218325.0,475380.0,0.29,1.639241379310345
Ghana,2019-02-01,Country,Africa,20112,135982.0,401730.0,0.29,1.3852758620689656
Ghana,2019-03-01,Country,Africa,18762,183395.0,653589.0,0.28,2.334246428571428
Ghana,2019-04-01,Country,Africa,64547,244882.0,935798.0,0.28,3.342135714285714
Ghana,2019-05-01,Country,Africa,49707,268543.0,792404.0,0.28,2.8300142857142854
Ghana,2019-06-01,Country,Africa,58294,325690.0,1162782.0,0.27,4.3065999999999995
Ghana,2019-07-01,Country,Africa,26108,211410.0,673749.0,0.27,2.495366666666667
Ghana,2019-08-01,Country,Africa,17136,100566.0,289491.0,0.26,1.113426923076923
Ghana,2019-09-01,Country,Africa,24985,71371.0,177483.0,0.26,0.6826269230769231
Ghana,2019-10-01,Country,Africa,44653,450274.0,1975528.0,0.25,7.902111999999999
Ghana,2019-11-01,Country,Africa,15555,155663.0,437488.0,0.24,1.8228666666666666
Ghana,2019-12-01,Country,Africa,47431,242681.0,953942.0,0.24,3.9747583333333334
Ghana,2020-01-01,Country,Africa,50803,305700.0,955081.0,0.23,4.152526086956522
Ghana,2020-02-01,Country,Africa,9182,215312.0,756392.0,0.22,3.4381454545454546
Ghana,2020-03-01,Country,Africa,56454,661550.0,2313908.0,0.21,11.018609523809523
Ghana,2020-04-01,Country,Africa,33652,240382.0,790391.0,0.21,3.7637666666666663
Ghana,2020-05-01,Country,Africa,61827,653014.0,2218386.0,0.2,11.091930000000001
Ghana,2020-06-01,Country,Africa,109654,1297164.0,4663421.0,0.19,24.544321052631574
Ghana,2020-07-01,Country,Africa,38436,426088.0,1429810.0,0.19,7.525315789473683
Ghana,2020-08-01,Country,Africa,79563,1605285.0,6142822.0,0.2,30.71411
Ghana,2020-09-01,Country,Africa,84012,785416.0,5160456.0,0.2,25.802279999999996
Ghana,2020-10-01,Country,Africa,62279,669991.0,2965880.0,0.2,14.8294
Ghana,2020-11-01,Country,Africa,35560,309370.0,1149338.0,0.2,5.746689999999999
Ghana,2020-12-01,Country,Africa,32427,277864.0,1011515.0,0.21,4.816738095238096
Ghana,2021-01-01,Country,Africa,43551,473302.0,1533318.0,0.21,7.301514285714286
Ghana,2021-02-01,Country,Africa,25775,278469.0,1083949.0,0.22,4.927040909090909
Ghana,2021-03-01,Country,Africa,13752,195984.0,839358.0,0.22,3.8152636363636363
Ghana,2021-04-01,Country,Africa,22667,165656.0,787003.0,0.23,3.421752173913043
Ghana,2021-05-01,Country,Africa,52744,370072.0,1752321.0,0.24,7.3013375
Ghana,2021-06-01,Country,Africa,24720,227255.0,827124.0,0.24,3.44635
Ghana,2021-07-01,Country,Africa,39017,306295.0,1332819.0,0.25,5.331276
Ghana,2021-08-01,Country,Africa,18665,196066.0,889238.0,0.24,3.7051583333333333
Ghana,2021-09-01,Country,Africa,16931,160360.0,638898.0,0.25,2.5555920000000003
Ghana,2021-10-01,Country,Africa,18273,121593.0,420614.0,0.26,1.617746153846154
Ghana,2021-11-01,Country,Africa,44280,455089.0,1765440.0,0.25,7.06176
Ghana,2021-12-01,Country,Africa,32084,456731.0,2228483.0,0.26,8.571088461538462
Ghana,2022-01-01,Country,Africa,20258,190490.0,1348091.0,0.26,5.184965384615383
Ghana,2022-02-01,Country,Africa,4369,52805.0,164332.0,0.26,0.6320461538461537
Ghana,2022-03-01,Country,Africa,20373,386289.0,1706140.0,0.26,6.562076923076923
Ghana,2022-04-01,Country,Africa,12716,281788.0,1359880.0,0.26,5.230307692307692
Ghana,2022-05-01,Country,Africa,47366,119211.0,478748.0,0.26,1.8413384615384614
Ghana,2022-06-01,Country,Africa,12933,121973.0,607551.0,0.26,2.336734615384615
Ghana,2022-07-01,Country,Africa,15700,207201.0,1056893.0,0.26,4.064973076923076
Ghana,2022-08-01,Country,Africa,36715,182711.0,1149561.0,0.27,4.257633333333333
Ghana,2022-09-01,Country,Africa,9824,178183.0,865376.0,0.26,3.3283692307692307
Ghana,2022-10-01,Country,Africa,36163,654165.0,3045984.0,0.26,11.715323076923074
Ghana,2022-11-01,Country,Africa,13126,243200.0,1277857.0,0.26,4.914834615384614
Ghana,2022-12-01,Country,Africa,13120,164461.0,956968.0,0.22,4.349854545454545
Ghana,2023-01-01,Country,Africa,21873,288997.0,1447581.0,0.22,6.579913636363636
Ghana,2023-02-01,Country,Africa,3278,53186.0,174485.0,0.22,0.7931136363636364
Ghana,2023-03-01,Country,Africa,10040,96323.0,366125.0,0.22,1.6642045454545453
Ghana,2023-04-01,Country,Africa,8382,188180.0,1120908.0,0.21,5.337657142857142
Ghana,2023-05-01,Country,Africa,43557,1019647.0,4715712.0,0.21,22.45577142857143
Ghana,2023-06-01,Country,Africa,22366,303481.0,1410605.0,0.18,7.836694444444445
Ghana,2023-07-01,Country,Africa,14789,237940.0,1032924.0,0.18,5.738466666666666
Ghana,2023-08-01,Country,Africa,54400,1423446.0,5192441.0,0.17,30.543770588235294
Ghana,2023-09-01,Country,Africa,10283,102735.0,368206.0,0.15,2.454706666666667
Ghana,2023-10-01,Country,Africa,18539,206138.0,1002725.0,0.14,7.162321428571428
Ghana,2023-11-01,Country,Africa,13967,214314.0,731407.0,0.13,5.626207692307692
Ghana,2023-12-01,Country,Africa,18304,239559.0,819259.0,0.13,6.3019923076923074
Ghana,2024-01-01,Country,Africa,40194,443682.0,2860657.0,0.15,19.071046666666668
Ghana,2024-02-01,Country,Africa,25741,431013.0,1432466.0,0.15,9.549773333333334
Ghana,2024-03-01,Country,Africa,63326,319103.0,1906728.0,0.15,12.711519999999998
Greece,2017-01-01,Country,Europe,1356,2144.0,7263.0,0.38,0.019113157894736842
Greece,2017-02-01,Country,Europe,460,7365.0,108280.0,0.38,0.2849473684210526
Greece,2017-03-01,Country,Europe,344,4589.0,28942.0,0.38,0.07616315789473685
Greece,2017-04-01,Country,Europe,3486,14143.0,82559.0,0.38,0.21726052631578946
Greece,2017-05-01,Country,Europe,1939,23231.0,145400.0,0.38,0.3826315789473685
Greece,2017-06-01,Country,Europe,1501,1222.0,18127.0,0.38,0.04770263157894737
Greece,2017-07-01,Country,Europe,880,14700.0,105600.0,0.38,0.27789473684210525
Greece,2017-08-01,Country,Europe,1891,3573.0,12286.0,0.32,0.03839375
Greece,2017-09-01,Country,Europe,2423,6780.0,15626.0,0.31,0.050406451612903226
Greece,2017-10-01,Country,Europe,30,86.0,300.0,0.31,0.000967741935483871
Greece,2017-11-01,Country,Europe,611,5015.0,41895.0,0.3,0.13965
Greece,2017-12-01,Country,Europe,1350,7075.0,41002.0,0.3,0.13667333333333334
